shift_id,employee_id,shift_type,week_number
5261,261,morning,2
5262,262,morning,2
5263,263,night,2
5264,264,morning,2
5265,265,morning,2
5266,266,evening,2
5267,267,morning,2
5268,268,night,2
5269,269,evening,2
5270,270,morning,2
5271,271,night,2
5272,272,night,2
5273,273,night,2
5274,274,night,2
5275,275,morning,2
5276,276,morning,2
5277,277,morning,2
5278,278,evening,2
5279,279,evening,2
5280,280,night,2
5281,281,evening,2
5282,282,evening,2
5283,283,night,2
5284,284,night,2
5285,285,morning,2
5286,286,evening,2
5287,287,morning,2
5288,288,evening,2
5289,289,evening,2
5290,290,night,2
5291,291,night,2
5292,292,night,2
5293,293,morning,2
5294,294,evening,2
5295,295,evening,2
5296,296,morning,2
5297,297,morning,2
5298,298,morning,2
5299,299,evening,2
5300,300,evening,2
5301,301,night,2
5302,302,night,2
5303,303,morning,2
5304,304,night,2
5305,305,night,2
5306,306,morning,2
5307,307,evening,2
5308,308,morning,2
5309,309,evening,2
5310,310,evening,2
5311,311,night,2
5312,312,morning,2
5313,313,night,2
5314,314,night,2
5315,315,night,2
5316,316,evening,2
5317,317,morning,2
5318,318,evening,2
5319,319,evening,2
5320,320,morning,2
5321,321,morning,2
5322,322,evening,2
5323,323,evening,2
5324,324,morning,2
5325,325,morning,2
5326,326,night,2
5327,327,night,2
5328,328,morning,2
5329,329,evening,2
5330,330,night,2
5331,331,morning,2
5332,332,evening,2
5333,333,night,2
5334,334,morning,2
5335,335,morning,2
5336,336,night,2
5337,337,night,2
5338,338,evening,2
5339,339,evening,2
5340,340,night,2
5341,341,morning,2
5342,342,morning,2
5343,343,evening,2
5344,344,morning,2
5345,345,night,2
5346,346,morning,2
5347,347,night,2
5348,348,night,2
5349,349,evening,2
5350,350,evening,2
5351,351,night,2
5352,352,evening,2
5353,353,morning,2
5354,354,morning,2
5355,355,evening,2
5356,356,morning,2
5357,357,morning,2
5358,358,morning,2
5359,359,night,2
5360,360,morning,2
5361,361,night,2
5362,362,evening,2
5363,363,morning,2
5364,364,night,2
5365,365,morning,2
5366,366,evening,2
5367,367,evening,2
5368,368,evening,2
5369,369,evening,2
5370,370,night,2
5371,371,night,2
5372,372,evening,2
5373,373,morning,2
5374,374,morning,2
5375,375,morning,2
5376,376,night,2
5377,377,morning,2
5378,378,night,2
5379,379,evening,2
5380,380,evening,2
5381,381,night,2
5382,382,evening,2
5383,383,morning,2
5384,384,night,2
5385,385,morning,2
5386,386,night,2
5387,387,night,2
5388,388,morning,2
5389,389,night,2
5390,390,night,2
5391,391,morning,2
5392,392,evening,2
5393,393,morning,2
5394,394,evening,2
5395,395,morning,2
5396,396,morning,2
5397,397,evening,2
5398,398,morning,2
5399,399,evening,2
5400,400,night,2
5401,401,morning,2
5402,402,morning,2
5403,403,night,2
5404,404,night,2
5405,405,morning,2
5406,406,evening,2
5407,407,morning,2
5408,408,evening,2
5409,409,night,2
5410,410,morning,2
5411,411,morning,2
5412,412,night,2
5413,413,evening,2
5414,414,evening,2
5415,415,night,2
5416,416,evening,2
5417,417,night,2
5418,418,morning,2
5419,419,morning,2
5420,420,morning,2
5421,421,evening,2
5422,422,morning,2
5423,423,morning,2
5424,424,morning,2
5425,425,evening,2
5426,426,evening,2
5427,427,evening,2
5428,428,morning,2
5429,429,night,2
5430,430,evening,2
5431,431,evening,2
5432,432,evening,2
5433,433,morning,2
5434,434,morning,2
5435,435,evening,2
5436,436,night,2
5437,437,morning,2
5438,438,night,2
5439,439,evening,2
5440,440,morning,2
5441,441,night,2
5442,442,evening,2
5443,443,evening,2
5444,444,morning,2
5445,445,evening,2
5446,446,morning,2
5447,447,evening,2
5448,448,evening,2
5449,449,night,2
5450,450,night,2
5451,451,night,2
5452,452,night,2
5453,453,night,2
5454,454,evening,2
5455,455,evening,2
5456,456,evening,2
5457,457,night,2
5458,458,evening,2
5459,459,night,2
5460,460,evening,2
5461,461,night,2
5462,462,night,2
5463,463,evening,2
5464,464,night,2
5465,465,night,2
5466,466,night,2
5467,467,morning,2
5468,468,morning,2
5469,469,evening,2
5470,470,night,2
5471,471,evening,2
5472,472,night,2
5473,473,morning,2
5474,474,evening,2
5475,475,morning,2
5476,476,morning,2
5477,477,night,2
5478,478,evening,2
5479,479,night,2
5480,480,evening,2
5481,481,night,2
5482,482,morning,2
5483,483,night,2
5484,484,evening,2
5485,485,night,2
5486,486,night,2
5487,487,evening,2
5488,488,evening,2
5489,489,evening,2
5490,490,night,2
5491,491,evening,2
5492,492,evening,2
5493,493,morning,2
5494,494,night,2
5495,495,morning,2
5496,496,evening,2
5497,497,morning,2
5498,498,night,2
5499,499,morning,2
5500,500,morning,2
5501,501,morning,2
5502,502,evening,2
5503,503,evening,2
5504,504,morning,2
5505,505,evening,2
5506,506,night,2
5507,507,night,2
5508,508,evening,2
5509,509,evening,2
5510,510,evening,2
5511,511,morning,2
5512,512,morning,2
5513,513,evening,2
5514,514,night,2
5515,515,night,2
5516,516,morning,2
5517,517,night,2
5518,518,morning,2
5519,519,morning,2
5520,520,morning,2
5521,521,night,2
5522,522,evening,2
5523,523,morning,2
5524,524,morning,2
5525,525,night,2
5526,526,evening,2
5527,527,evening,2
5528,528,evening,2
5529,529,evening,2
5530,530,evening,2
5531,531,night,2
5532,532,night,2
5533,533,morning,2
5534,534,evening,2
5535,535,night,2
5536,536,night,2
5537,537,morning,2
5538,538,morning,2
5539,539,morning,2
5540,540,evening,2
5541,541,morning,2
5542,542,evening,2
5543,543,night,2
5544,544,evening,2
5545,545,evening,2
5546,546,morning,2
5547,547,morning,2
5548,548,night,2
5549,549,evening,2
5550,550,night,2
5551,551,evening,2
5552,552,evening,2
5553,553,night,2
5554,554,night,2
5555,555,night,2
5556,556,night,2
5557,557,evening,2
5558,558,night,2
5559,559,morning,2
5560,560,night,2
5561,561,evening,2
5562,562,morning,2
5563,563,morning,2
5564,564,morning,2
5565,565,night,2
5566,566,night,2
5567,567,evening,2
5568,568,night,2
5569,569,night,2
5570,570,morning,2
5571,571,evening,2
5572,572,evening,2
5573,573,morning,2
5574,574,evening,2
5575,575,night,2
5576,576,evening,2
5577,577,morning,2
5578,578,night,2
5579,579,morning,2
5580,580,evening,2
5581,581,evening,2
5582,582,night,2
5583,583,morning,2
5584,584,morning,2
5585,585,night,2
5586,586,evening,2
5587,587,morning,2
5588,588,evening,2
5589,589,night,2
5590,590,evening,2
5591,591,morning,2
5592,592,evening,2
5593,593,morning,2
5594,594,night,2
5595,595,night,2
5596,596,morning,2
5597,597,morning,2
5598,598,night,2
5599,599,night,2
5600,600,evening,2
5601,601,night,2
5602,602,night,2
5603,603,night,2
5604,604,night,2
5605,605,evening,2
5606,606,night,2
5607,607,night,2
5608,608,evening,2
5609,609,morning,2
5610,610,night,2
5611,611,night,2
5612,612,morning,2
5613,613,night,2
5614,614,morning,2
5615,615,night,2
5616,616,night,2
5617,617,morning,2
5618,618,night,2
5619,619,morning,2
5620,620,morning,2
5621,621,morning,2
5622,622,night,2
5623,623,evening,2
5624,624,evening,2
5625,625,night,2
5626,626,morning,2
5627,627,morning,2
5628,628,evening,2
5629,629,night,2
5630,630,night,2
5631,631,night,2
5632,632,morning,2
5633,633,morning,2
5634,634,night,2
5635,635,evening,2
5636,636,evening,2
5637,637,morning,2
5638,638,morning,2
5639,639,night,2
5640,640,evening,2
5641,641,morning,2
5642,642,night,2
5643,643,night,2
5644,644,night,2
5645,645,morning,2
5646,646,night,2
5647,647,night,2
5648,648,evening,2
5649,649,morning,2
5650,650,evening,2
5651,651,evening,2
5652,652,evening,2
5653,653,evening,2
5654,654,night,2
5655,655,night,2
5656,656,evening,2
5657,657,evening,2
5658,658,evening,2
5659,659,night,2
5660,660,night,2
5661,661,morning,2
5662,662,evening,2
5663,663,morning,2
5664,664,evening,2
5665,665,evening,2
5666,666,night,2
5667,667,morning,2
5668,668,morning,2
5669,669,evening,2
5670,670,morning,2
5671,671,evening,2
5672,672,morning,2
5673,673,morning,2
5674,674,evening,2
5675,675,morning,2
5676,676,morning,2
5677,677,morning,2
5678,678,night,2
5679,679,morning,2
5680,680,evening,2
5681,681,night,2
5682,682,night,2
5683,683,night,2
5684,684,morning,2
5685,685,night,2
5686,686,morning,2
5687,687,evening,2
5688,688,morning,2
5689,689,night,2
5690,690,evening,2
5691,691,morning,2
5692,692,night,2
5693,693,evening,2
5694,694,morning,2
5695,695,night,2
5696,696,night,2
5697,697,evening,2
5698,698,night,2
5699,699,evening,2
5700,700,evening,2
5701,701,night,2
5702,702,evening,2
5703,703,night,2
5704,704,night,2
5705,705,evening,2
5706,706,night,2
5707,707,evening,2
5708,708,evening,2
5709,709,night,2
5710,710,morning,2
5711,711,evening,2
5712,712,evening,2
5713,713,morning,2
5714,714,evening,2
5715,715,night,2
5716,716,night,2
5717,717,evening,2
5718,718,evening,2
5719,719,morning,2
5720,720,evening,2
5721,721,morning,2
5722,722,morning,2
5723,723,morning,2
5724,724,evening,2
5725,725,night,2
5726,726,night,2
5727,727,night,2
5728,728,evening,2
5729,729,evening,2
5730,730,morning,2
5731,731,morning,2
5732,732,evening,2
5733,733,evening,2
5734,734,night,2
5735,735,morning,2
5736,736,evening,2
5737,737,morning,2
5738,738,evening,2
5739,739,evening,2
5740,740,morning,2
5741,741,morning,2
5742,742,night,2
5743,743,night,2
5744,744,evening,2
5745,745,evening,2
5746,746,evening,2
5747,747,night,2
5748,748,night,2
5749,749,morning,2
5750,750,morning,2
5751,751,night,2
5752,752,night,2
5753,753,night,2
5754,754,evening,2
5755,755,morning,2
5756,756,morning,2
5757,757,night,2
5758,758,night,2
5759,759,night,2
5760,760,morning,2
5761,761,morning,2
5762,762,evening,2
5763,763,night,2
5764,764,evening,2
5765,765,evening,2
5766,766,night,2
5767,767,morning,2
5768,768,night,2
5769,769,morning,2
5770,770,evening,2
5771,771,night,2
5772,772,morning,2
5773,773,morning,2
5774,774,morning,2
5775,775,evening,2
5776,776,night,2
5777,777,evening,2
5778,778,morning,2
5779,779,evening,2
5780,780,evening,2
5781,781,morning,2
5782,782,morning,2
5783,783,morning,2
5784,784,morning,2
5785,785,morning,2
5786,786,morning,2
5787,787,evening,2
5788,788,morning,2
5789,789,morning,2
5790,790,morning,2
5791,791,morning,2
5792,792,night,2
5793,793,night,2
5794,794,morning,2
5795,795,night,2
5796,796,night,2
5797,797,evening,2
5798,798,night,2
5799,799,evening,2
5800,800,night,2
5801,801,evening,2
5802,802,night,2
5803,803,morning,2
5804,804,morning,2
5805,805,night,2
5806,806,night,2
5807,807,night,2
5808,808,night,2
5809,809,morning,2
5810,810,night,2
5811,811,night,2
5812,812,morning,2
5813,813,evening,2
5814,814,evening,2
5815,815,night,2
5816,816,morning,2
5817,817,evening,2
5818,818,evening,2
5819,819,night,2
5820,820,morning,2
5821,821,evening,2
5822,822,morning,2
5823,823,evening,2
5824,824,evening,2
5825,825,evening,2
5826,826,evening,2
5827,827,evening,2
5828,828,morning,2
5829,829,morning,2
5830,830,night,2
5831,831,night,2
5832,832,morning,2
5833,833,evening,2
5834,834,night,2
5835,835,evening,2
5836,836,evening,2
5837,837,morning,2
5838,838,morning,2
5839,839,morning,2
5840,840,morning,2
5841,841,evening,2
5842,842,morning,2
5843,843,morning,2
5844,844,evening,2
5845,845,morning,2
5846,846,morning,2
5847,847,night,2
5848,848,morning,2
5849,849,evening,2
5850,850,night,2
5851,851,night,2
5852,852,evening,2
5853,853,evening,2
5854,854,morning,2
5855,855,night,2
5856,856,morning,2
5857,857,evening,2
5858,858,night,2
5859,859,night,2
5860,860,morning,2
5861,861,night,2
5862,862,evening,2
5863,863,morning,2
5864,864,night,2
5865,865,night,2
5866,866,evening,2
5867,867,night,2
5868,868,morning,2
5869,869,morning,2
5870,870,evening,2
5871,871,evening,2
5872,872,night,2
5873,873,evening,2
5874,874,morning,2
5875,875,night,2
5876,876,night,2
5877,877,evening,2
5878,878,night,2
5879,879,night,2
5880,880,morning,2
5881,881,night,2
5882,882,evening,2
5883,883,night,2
5884,884,morning,2
5885,885,night,2
5886,886,morning,2
5887,887,night,2
5888,888,morning,2
5889,889,morning,2
5890,890,morning,2
5891,891,evening,2
5892,892,night,2
5893,893,night,2
5894,894,morning,2
5895,895,night,2
5896,896,night,2
5897,897,night,2
5898,898,morning,2
5899,899,night,2
5900,900,night,2
5901,901,morning,2
5902,902,night,2
5903,903,morning,2
5904,904,night,2
5905,905,evening,2
5906,906,night,2
5907,907,morning,2
5908,908,evening,2
5909,909,morning,2
5910,910,night,2
5911,911,night,2
5912,912,morning,2
5913,913,night,2
5914,914,night,2
5915,915,evening,2
5916,916,night,2
5917,917,night,2
5918,918,evening,2
5919,919,night,2
5920,920,evening,2
5921,921,night,2
5922,922,evening,2
5923,923,evening,2
5924,924,evening,2
5925,925,evening,2
5926,926,evening,2
5927,927,morning,2
5928,928,evening,2
5929,929,morning,2
5930,930,night,2
5931,931,night,2
5932,932,evening,2
5933,933,evening,2
5934,934,evening,2
5935,935,morning,2
5936,936,morning,2
5937,937,night,2
5938,938,evening,2
5939,939,morning,2
5940,940,night,2
5941,941,morning,2
5942,942,night,2
5943,943,morning,2
5944,944,night,2
5945,945,evening,2
5946,946,night,2
5947,947,night,2
5948,948,morning,2
5949,949,morning,2
5950,950,morning,2
5951,951,evening,2
5952,952,morning,2
5953,953,evening,2
5954,954,evening,2
5955,955,morning,2
5956,956,morning,2
5957,957,evening,2
5958,958,night,2
5959,959,evening,2
5960,960,morning,2
5961,961,evening,2
5962,962,morning,2
5963,963,morning,2
5964,964,night,2
5965,965,morning,2
5966,966,evening,2
5967,967,morning,2
5968,968,evening,2
5969,969,evening,2
5970,970,morning,2
5971,971,night,2
5972,972,morning,2
5973,973,morning,2
5974,974,evening,2
5975,975,night,2
5976,976,morning,2
5977,977,morning,2
5978,978,evening,2
5979,979,morning,2
5980,980,morning,2
5981,981,morning,2
5982,982,morning,2
5983,983,night,2
5984,984,night,2
5985,985,night,2
5986,986,night,2
5987,987,evening,2
5988,988,morning,2
5989,989,morning,2
5990,990,night,2
5991,991,morning,2
5992,992,evening,2
5993,993,morning,2
5994,994,night,2
5995,995,evening,2
5996,996,morning,2
5997,997,morning,2
5998,998,morning,2
5999,999,morning,2
6000,1000,evening,2
6001,1001,evening,2
6002,1002,night,2
6003,1003,evening,2
6004,1004,evening,2
6005,1005,morning,2
6006,1006,evening,2
6007,1007,evening,2
6008,1008,morning,2
6009,1009,evening,2
6010,1010,evening,2
6011,1011,morning,2
6012,1012,evening,2
6013,1013,night,2
6014,1014,evening,2
6015,1015,morning,2
6016,1016,morning,2
6017,1017,morning,2
6018,1018,night,2
6019,1019,evening,2
6020,1020,morning,2
6021,1021,evening,2
6022,1022,evening,2
6023,1023,morning,2
6024,1024,night,2
6025,1025,morning,2
6026,1026,morning,2
6027,1027,evening,2
6028,1028,evening,2
6029,1029,morning,2
6030,1030,evening,2
6031,1031,evening,2
6032,1032,morning,2
6033,1033,night,2
6034,1034,morning,2
6035,1035,morning,2
6036,1036,evening,2
6037,1037,evening,2
6038,1038,night,2
6039,1039,evening,2
6040,1040,night,2
6041,1041,morning,2
6042,1042,evening,2
6043,1043,morning,2
6044,1044,evening,2
6045,1045,evening,2
6046,1046,evening,2
6047,1047,morning,2
6048,1048,evening,2
6049,1049,morning,2
6050,1050,night,2
6051,1051,night,2
6052,1052,evening,2
6053,1053,morning,2
6054,1054,night,2
6055,1055,night,2
6056,1056,evening,2
6057,1057,evening,2
6058,1058,night,2
6059,1059,morning,2
6060,1060,morning,2
6061,1061,night,2
6062,1062,night,2
6063,1063,night,2
6064,1064,evening,2
6065,1065,evening,2
6066,1066,morning,2
6067,1067,evening,2
6068,1068,evening,2
6069,1069,evening,2
6070,1070,morning,2
6071,1071,night,2
6072,1072,evening,2
6073,1073,morning,2
6074,1074,night,2
6075,1075,night,2
6076,1076,evening,2
6077,1077,night,2
6078,1078,night,2
6079,1079,morning,2
6080,1080,evening,2
6081,1081,morning,2
6082,1082,morning,2
6083,1083,night,2
6084,1084,morning,2
6085,1085,evening,2
6086,1086,night,2
6087,1087,night,2
6088,1088,evening,2
6089,1089,evening,2
6090,1090,evening,2
6091,1091,night,2
6092,1092,morning,2
6093,1093,night,2
6094,1094,night,2
6095,1095,night,2
6096,1096,night,2
6097,1097,evening,2
6098,1098,evening,2
6099,1099,night,2
6100,1100,night,2
6101,1101,night,2
6102,1102,morning,2
6103,1103,evening,2
6104,1104,morning,2
6105,1105,night,2
6106,1106,evening,2
6107,1107,evening,2
6108,1108,night,2
6109,1109,night,2
6110,1110,evening,2
6111,1111,night,2
6112,1112,morning,2
6113,1113,morning,2
6114,1114,night,2
6115,1115,night,2
6116,1116,morning,2
6117,1117,morning,2
6118,1118,evening,2
6119,1119,night,2
6120,1120,morning,2
6121,1121,evening,2
6122,1122,morning,2
6123,1123,night,2
6124,1124,evening,2
6125,1125,morning,2
6126,1126,morning,2
6127,1127,morning,2
6128,1128,night,2
6129,1129,night,2
6130,1130,night,2
6131,1131,night,2
6132,1132,morning,2
6133,1133,night,2
6134,1134,morning,2
6135,1135,night,2
6136,1136,night,2
6137,1137,evening,2
6138,1138,night,2
6139,1139,night,2
6140,1140,night,2
6141,1141,morning,2
6142,1142,morning,2
6143,1143,morning,2
6144,1144,night,2
6145,1145,night,2
6146,1146,evening,2
6147,1147,evening,2
6148,1148,night,2
6149,1149,evening,2
6150,1150,evening,2
6151,1151,evening,2
6152,1152,morning,2
6153,1153,night,2
6154,1154,night,2
6155,1155,night,2
6156,1156,morning,2
6157,1157,morning,2
6158,1158,evening,2
6159,1159,morning,2
6160,1160,evening,2
6161,1161,morning,2
6162,1162,morning,2
6163,1163,morning,2
6164,1164,evening,2
6165,1165,evening,2
6166,1166,night,2
6167,1167,evening,2
6168,1168,morning,2
6169,1169,morning,2
6170,1170,night,2
6171,1171,night,2
6172,1172,evening,2
6173,1173,night,2
6174,1174,night,2
6175,1175,night,2
6176,1176,night,2
6177,1177,evening,2
6178,1178,night,2
6179,1179,evening,2
6180,1180,night,2
6181,1181,evening,2
6182,1182,morning,2
6183,1183,night,2
6184,1184,morning,2
6185,1185,evening,2
6186,1186,evening,2
6187,1187,morning,2
6188,1188,morning,2
6189,1189,night,2
6190,1190,night,2
6191,1191,night,2
6192,1192,morning,2
6193,1193,morning,2
6194,1194,night,2
6195,1195,night,2
6196,1196,night,2
6197,1197,morning,2
6198,1198,morning,2
6199,1199,morning,2
6200,1200,night,2
6201,1201,morning,2
6202,1202,night,2
6203,1203,evening,2
6204,1204,evening,2
6205,1205,morning,2
6206,1206,morning,2
6207,1207,evening,2
6208,1208,evening,2
6209,1209,night,2
6210,1210,night,2
6211,1211,night,2
6212,1212,evening,2
6213,1213,evening,2
6214,1214,night,2
6215,1215,morning,2
6216,1216,evening,2
6217,1217,morning,2
6218,1218,evening,2
6219,1219,night,2
6220,1220,night,2
6221,1221,evening,2
6222,1222,morning,2
6223,1223,morning,2
6224,1224,morning,2
6225,1225,morning,2
6226,1226,evening,2
6227,1227,evening,2
6228,1228,morning,2
6229,1229,morning,2
6230,1230,morning,2
6231,1231,night,2
6232,1232,night,2
6233,1233,evening,2
6234,1234,night,2
6235,1235,night,2
6236,1236,evening,2
6237,1237,night,2
6238,1238,night,2
6239,1239,night,2
6240,1240,night,2
6241,1241,morning,2
6242,1242,evening,2
6243,1243,morning,2
6244,1244,night,2
6245,1245,night,2
6246,1246,morning,2
6247,1247,morning,2
6248,1248,night,2
6249,1249,morning,2
6250,1250,night,2
6251,1251,night,2
6252,1252,morning,2
6253,1253,morning,2
6254,1254,morning,2
6255,1255,night,2
6256,1256,morning,2
6257,1257,night,2
6258,1258,evening,2
6259,1259,night,2
6260,1260,evening,2
6261,1261,morning,2
6262,1262,evening,2
6263,1263,night,2
6264,1264,evening,2
6265,1265,night,2
6266,1266,evening,2
6267,1267,morning,2
6268,1268,evening,2
6269,1269,night,2
6270,1270,night,2
6271,1271,morning,2
6272,1272,evening,2
6273,1273,evening,2
6274,1274,night,2
6275,1275,night,2
6276,1276,morning,2
6277,1277,night,2
6278,1278,morning,2
6279,1279,morning,2
6280,1280,night,2
6281,1281,night,2
6282,1282,morning,2
6283,1283,night,2
6284,1284,night,2
6285,1285,evening,2
6286,1286,evening,2
6287,1287,evening,2
6288,1288,morning,2
6289,1289,night,2
6290,1290,evening,2
6291,1291,night,2
6292,1292,night,2
6293,1293,evening,2
6294,1294,morning,2
6295,1295,evening,2
6296,1296,night,2
6297,1297,evening,2
6298,1298,night,2
6299,1299,evening,2
6300,1300,night,2
6301,1301,evening,2
6302,1302,night,2
6303,1303,night,2
6304,1304,evening,2
6305,1305,morning,2
6306,1306,morning,2
6307,1307,morning,2
6308,1308,evening,2
6309,1309,evening,2
6310,1310,evening,2
6311,1311,morning,2
6312,1312,morning,2
6313,1313,morning,2
6314,1314,night,2
6315,1315,evening,2
6316,1316,evening,2
6317,1317,night,2
6318,1318,night,2
6319,1319,night,2
6320,1320,night,2
6321,1321,morning,2
6322,1322,morning,2
6323,1323,morning,2
6324,1324,morning,2
6325,1325,morning,2
6326,1326,evening,2
6327,1327,night,2
6328,1328,morning,2
6329,1329,morning,2
6330,1330,night,2
6331,1331,night,2
6332,1332,night,2
6333,1333,morning,2
6334,1334,night,2
6335,1335,morning,2
6336,1336,night,2
6337,1337,evening,2
6338,1338,night,2
6339,1339,night,2
6340,1340,night,2
6341,1341,evening,2
6342,1342,morning,2
6343,1343,morning,2
6344,1344,night,2
6345,1345,evening,2
6346,1346,morning,2
6347,1347,night,2
6348,1348,evening,2
6349,1349,morning,2
6350,1350,night,2
6351,1351,night,2
6352,1352,morning,2
6353,1353,night,2
6354,1354,morning,2
6355,1355,evening,2
6356,1356,morning,2
6357,1357,night,2
6358,1358,evening,2
6359,1359,morning,2
6360,1360,morning,2
6361,1361,evening,2
6362,1362,night,2
6363,1363,morning,2
6364,1364,evening,2
6365,1365,night,2
6366,1366,morning,2
6367,1367,night,2
6368,1368,morning,2
6369,1369,evening,2
6370,1370,night,2
6371,1371,night,2
6372,1372,night,2
6373,1373,evening,2
6374,1374,evening,2
6375,1375,evening,2
6376,1376,evening,2
6377,1377,morning,2
6378,1378,night,2
6379,1379,evening,2
6380,1380,morning,2
6381,1381,evening,2
6382,1382,morning,2
6383,1383,evening,2
6384,1384,morning,2
6385,1385,night,2
6386,1386,morning,2
6387,1387,evening,2
6388,1388,evening,2
6389,1389,evening,2
6390,1390,evening,2
6391,1391,evening,2
6392,1392,evening,2
6393,1393,evening,2
6394,1394,morning,2
6395,1395,morning,2
6396,1396,evening,2
6397,1397,morning,2
6398,1398,night,2
6399,1399,night,2
6400,1400,morning,2
6401,1401,morning,2
6402,1402,evening,2
6403,1403,night,2
6404,1404,morning,2
6405,1405,morning,2
6406,1406,night,2
6407,1407,evening,2
6408,1408,morning,2
6409,1409,evening,2
6410,1410,evening,2
6411,1411,morning,2
6412,1412,morning,2
6413,1413,night,2
6414,1414,evening,2
6415,1415,night,2
6416,1416,night,2
6417,1417,morning,2
6418,1418,night,2
6419,1419,night,2
6420,1420,night,2
6421,1421,morning,2
6422,1422,morning,2
6423,1423,morning,2
6424,1424,evening,2
6425,1425,evening,2
6426,1426,morning,2
6427,1427,morning,2
6428,1428,evening,2
6429,1429,evening,2
6430,1430,evening,2
6431,1431,evening,2
6432,1432,evening,2
6433,1433,evening,2
6434,1434,night,2
6435,1435,night,2
6436,1436,morning,2
6437,1437,morning,2
6438,1438,night,2
6439,1439,morning,2
6440,1440,night,2
6441,1441,evening,2
6442,1442,evening,2
6443,1443,evening,2
6444,1444,evening,2
6445,1445,morning,2
6446,1446,morning,2
6447,1447,night,2
6448,1448,morning,2
6449,1449,night,2
6450,1450,night,2
6451,1451,morning,2
6452,1452,evening,2
6453,1453,morning,2
6454,1454,morning,2
6455,1455,morning,2
6456,1456,evening,2
6457,1457,evening,2
6458,1458,morning,2
6459,1459,morning,2
6460,1460,night,2
6461,1461,night,2
6462,1462,morning,2
6463,1463,night,2
6464,1464,morning,2
6465,1465,evening,2
6466,1466,morning,2
6467,1467,morning,2
6468,1468,night,2
6469,1469,night,2
6470,1470,morning,2
6471,1471,night,2
6472,1472,evening,2
6473,1473,night,2
6474,1474,night,2
6475,1475,night,2
6476,1476,evening,2
6477,1477,morning,2
6478,1478,morning,2
6479,1479,evening,2
6480,1480,evening,2
6481,1481,morning,2
6482,1482,evening,2
6483,1483,morning,2
6484,1484,night,2
6485,1485,night,2
6486,1486,evening,2
6487,1487,morning,2
6488,1488,night,2
6489,1489,morning,2
6490,1490,night,2
6491,1491,morning,2
6492,1492,evening,2
6493,1493,evening,2
6494,1494,night,2
6495,1495,night,2
6496,1496,night,2
6497,1497,night,2
6498,1498,night,2
6499,1499,night,2
6500,1500,evening,2
6501,1501,evening,2
6502,1502,evening,2
6503,1503,night,2
6504,1504,morning,2
6505,1505,morning,2
6506,1506,morning,2
6507,1507,morning,2
6508,1508,evening,2
6509,1509,evening,2
6510,1510,evening,2
6511,1511,morning,2
6512,1512,morning,2
6513,1513,morning,2
6514,1514,night,2
6515,1515,evening,2
6516,1516,morning,2
6517,1517,evening,2
6518,1518,evening,2
6519,1519,evening,2
6520,1520,night,2
6521,1521,night,2
6522,1522,evening,2
6523,1523,morning,2
6524,1524,morning,2
6525,1525,morning,2
6526,1526,night,2
6527,1527,morning,2
6528,1528,evening,2
6529,1529,morning,2
6530,1530,evening,2
6531,1531,evening,2
6532,1532,morning,2
6533,1533,morning,2
6534,1534,evening,2
6535,1535,morning,2
6536,1536,morning,2
6537,1537,morning,2
6538,1538,night,2
6539,1539,night,2
6540,1540,night,2
6541,1541,morning,2
6542,1542,evening,2
6543,1543,evening,2
6544,1544,night,2
6545,1545,morning,2
6546,1546,night,2
6547,1547,evening,2
6548,1548,night,2
6549,1549,night,2
6550,1550,night,2
6551,1551,night,2
6552,1552,night,2
6553,1553,morning,2
6554,1554,evening,2
6555,1555,morning,2
6556,1556,morning,2
6557,1557,evening,2
6558,1558,morning,2
6559,1559,night,2
6560,1560,morning,2
6561,1561,night,2
6562,1562,morning,2
6563,1563,morning,2
6564,1564,morning,2
6565,1565,evening,2
6566,1566,evening,2
6567,1567,night,2
6568,1568,night,2
6569,1569,morning,2
6570,1570,night,2
6571,1571,night,2
6572,1572,evening,2
6573,1573,night,2
6574,1574,night,2
6575,1575,night,2
6576,1576,night,2
6577,1577,evening,2
6578,1578,evening,2
6579,1579,morning,2
6580,1580,morning,2
6581,1581,morning,2
6582,1582,morning,2
6583,1583,evening,2
6584,1584,morning,2
6585,1585,night,2
6586,1586,night,2
6587,1587,morning,2
6588,1588,morning,2
6589,1589,evening,2
6590,1590,evening,2
6591,1591,morning,2
6592,1592,evening,2
6593,1593,evening,2
6594,1594,morning,2
6595,1595,morning,2
6596,1596,night,2
6597,1597,morning,2
6598,1598,evening,2
6599,1599,night,2
6600,1600,evening,2
6601,1601,morning,2
6602,1602,morning,2
6603,1603,night,2
6604,1604,morning,2
6605,1605,evening,2
6606,1606,evening,2
6607,1607,morning,2
6608,1608,evening,2
6609,1609,morning,2
6610,1610,evening,2
6611,1611,evening,2
6612,1612,evening,2
6613,1613,morning,2
6614,1614,evening,2
6615,1615,morning,2
6616,1616,morning,2
6617,1617,evening,2
6618,1618,night,2
6619,1619,evening,2
6620,1620,night,2
6621,1621,morning,2
6622,1622,evening,2
6623,1623,morning,2
6624,1624,morning,2
6625,1625,morning,2
6626,1626,evening,2
6627,1627,night,2
6628,1628,morning,2
6629,1629,night,2
6630,1630,morning,2
6631,1631,evening,2
6632,1632,evening,2
6633,1633,evening,2
6634,1634,morning,2
6635,1635,night,2
6636,1636,morning,2
6637,1637,evening,2
6638,1638,morning,2
6639,1639,evening,2
6640,1640,evening,2
