employee_id,week,shift_type
1149,3,evening
1149,4,morning
1150,1,morning
1150,2,night
1150,3,evening
1150,4,evening
1151,1,night
1151,2,evening
1151,3,night
1151,4,morning
1152,1,evening
1152,2,morning
1152,3,night
1152,4,night
1153,1,morning
1153,2,morning
1153,3,morning
1153,4,night
1154,1,night
1154,2,evening
1154,3,evening
1154,4,evening
1155,1,evening
1155,2,morning
1155,3,morning
1155,4,evening
1156,1,evening
1156,2,evening
1156,3,night
1156,4,morning
1157,1,evening
1157,2,morning
1157,3,night
1157,4,night
1158,1,evening
1158,2,evening
1158,3,morning
1158,4,morning
1159,1,night
1159,2,evening
1159,3,evening
1159,4,evening
1160,1,night
1160,2,night
1160,3,night
1160,4,night
1161,1,night
1161,2,morning
1161,3,evening
1161,4,evening
1162,1,evening
1162,2,night
1162,3,night
1162,4,morning
1163,1,morning
1163,2,evening
1163,3,morning
1163,4,night
1164,1,morning
1164,2,night
1164,3,night
1164,4,night
1165,1,night
1165,2,evening
1165,3,morning
1165,4,night
1166,1,evening
1166,2,night
1166,3,evening
1166,4,night
1167,1,night
1167,2,night
1167,3,evening
1167,4,morning
1168,1,night
1168,2,morning
1168,3,night
1168,4,night
1169,1,night
1169,2,evening
1169,3,evening
1169,4,night
1170,1,night
1170,2,evening
1170,3,morning
1170,4,evening
1171,1,evening
1171,2,evening
1171,3,evening
1171,4,night
1172,1,morning
1172,2,night
1172,3,evening
1172,4,evening
1173,1,night
1173,2,evening
1173,3,evening
1173,4,evening
1174,1,night
1174,2,evening
1174,3,night
1174,4,morning
1175,1,morning
1175,2,night
1175,3,morning
1175,4,night
1176,1,evening
1176,2,evening
1176,3,evening
1176,4,morning
1177,1,night
1177,2,evening
1177,3,night
1177,4,morning
1178,1,evening
1178,2,night
1178,3,evening
1178,4,night
1179,1,night
1179,2,morning
1179,3,evening
1179,4,evening
1180,1,evening
1180,2,morning
1180,3,night
1180,4,evening
1181,1,evening
1181,2,evening
1181,3,night
1181,4,morning
1182,1,morning
1182,2,night
1182,3,evening
1182,4,morning
1183,1,night
1183,2,evening
1183,3,night
1183,4,morning
1184,1,evening
1184,2,morning
1184,3,night
1184,4,night
1185,1,night
1185,2,evening
1185,3,night
1185,4,evening
1186,1,night
1186,2,night
1186,3,evening
1186,4,morning
1187,1,night
1187,2,morning
1187,3,morning
1187,4,night
1188,1,morning
1188,2,morning
1188,3,morning
1188,4,morning
1189,1,evening
1189,2,evening
1189,3,night
1189,4,morning
1190,1,night
1190,2,night
1190,3,evening
1190,4,night
1191,1,evening
1191,2,night
1191,3,morning
1191,4,evening
1192,1,night
1192,2,evening
1192,3,evening
1192,4,evening
1193,1,evening
1193,2,night
1193,3,night
1193,4,night
1194,1,morning
1194,2,morning
1194,3,evening
1194,4,night
1195,1,night
1195,2,evening
1195,3,night
1195,4,night
1196,1,morning
1196,2,night
1196,3,morning
1196,4,evening
1197,1,morning
1197,2,night
1197,3,evening
1197,4,night
1198,1,evening
1198,2,night
1198,3,night
1198,4,evening
1199,1,evening
1199,2,morning
1199,3,night
1199,4,evening
1200,1,morning
1200,2,night
1200,3,night
1200,4,night
1201,1,evening
1201,2,morning
1201,3,night
1201,4,night
1202,1,evening
1202,2,evening
1202,3,evening
1202,4,evening
1203,1,evening
1203,2,evening
1203,3,morning
1203,4,night
1204,1,evening
1204,2,morning
1204,3,night
1204,4,night
1205,1,evening
1205,2,morning
1205,3,night
1205,4,morning
1206,1,morning
1206,2,night
1206,3,morning
1206,4,night
1207,1,evening
1207,2,morning
1207,3,morning
1207,4,evening
1208,1,evening
1208,2,night
1208,3,morning
1208,4,morning
1209,1,evening
1209,2,evening
1209,3,night
1209,4,evening
1210,1,evening
1210,2,night
1210,3,evening
1210,4,evening
1211,1,morning
1211,2,evening
1211,3,morning
1211,4,night
1212,1,evening
1212,2,night
1212,3,evening
1212,4,night
1213,1,morning
1213,2,night
1213,3,evening
1213,4,night
1214,1,morning
1214,2,night
1214,3,night
1214,4,morning
1215,1,evening
1215,2,night
1215,3,morning
1215,4,evening
1216,1,night
1216,2,night
1216,3,evening
1216,4,morning
1217,1,evening
1217,2,night
1217,3,night
1217,4,morning
1218,1,morning
1218,2,night
1218,3,night
1218,4,evening
1219,1,morning
1219,2,evening
1219,3,morning
1219,4,morning
1220,1,morning
1220,2,evening
1220,3,morning
1220,4,morning
1221,1,morning
1221,2,night
1221,3,evening
1221,4,evening
1222,1,evening
1222,2,evening
1222,3,night
1222,4,evening
1223,1,evening
1223,2,morning
1223,3,evening
1223,4,morning
1224,1,morning
1224,2,night
1224,3,morning
1224,4,night
1225,1,evening
1225,2,evening
1225,3,morning
1225,4,night
1226,1,morning
1226,2,evening
1226,3,night
1226,4,evening
1227,1,night
1227,2,morning
1227,3,night
1227,4,night
1228,1,morning
1228,2,morning
1228,3,evening
1228,4,night
1229,1,evening
1229,2,evening
1229,3,evening
1229,4,evening
1230,1,morning
1230,2,morning
1230,3,evening
1230,4,night
1231,1,morning
1231,2,evening
1231,3,night
1231,4,morning
1232,1,morning
1232,2,evening
1232,3,night
1232,4,morning
1233,1,morning
1233,2,night
1233,3,evening
1233,4,night
1234,1,night
1234,2,night
1234,3,morning
1234,4,morning
1235,1,morning
1235,2,evening
1235,3,morning
1235,4,evening
1236,1,morning
1236,2,night
1236,3,night
1236,4,morning
1237,1,morning
1237,2,evening
1237,3,morning
1237,4,morning
1238,1,morning
1238,2,morning
1238,3,night
1238,4,morning
1239,1,evening
1239,2,night
1239,3,evening
1239,4,morning
1240,1,morning
1240,2,morning
1240,3,morning
1240,4,morning
1241,1,evening
1241,2,morning
1241,3,night
1241,4,evening
1242,1,night
1242,2,night
1242,3,morning
1242,4,night
1243,1,night
1243,2,evening
1243,3,evening
1243,4,morning
1244,1,evening
1244,2,evening
1244,3,morning
1244,4,morning
1245,1,morning
1245,2,morning
1245,3,morning
1245,4,night
1246,1,night
1246,2,morning
1246,3,evening
1246,4,morning
1247,1,evening
1247,2,morning
1247,3,evening
1247,4,evening
1248,1,night
1248,2,night
1248,3,night
1248,4,night
1249,1,evening
1249,2,morning
1249,3,night
1249,4,night
1250,1,morning
1250,2,night
1250,3,evening
1250,4,evening
1251,1,morning
1251,2,morning
1251,3,evening
1251,4,evening
1252,1,morning
1252,2,night
1252,3,morning
1252,4,evening
1253,1,morning
1253,2,morning
1253,3,evening
1253,4,evening
1254,1,morning
1254,2,evening
1254,3,morning
1254,4,morning
1255,1,night
1255,2,morning
1255,3,evening
1255,4,night
1256,1,morning
1256,2,night
1256,3,night
1256,4,night
1257,1,evening
1257,2,night
1257,3,morning
1257,4,evening
1258,1,night
1258,2,evening
1258,3,morning
1258,4,evening
1259,1,evening
1259,2,morning
1259,3,evening
1259,4,night
1260,1,evening
1260,2,night
1260,3,night
1260,4,night
1261,1,evening
1261,2,night
1261,3,morning
1261,4,night
1262,1,morning
1262,2,morning
1262,3,evening
1262,4,night
1263,1,night
1263,2,evening
1263,3,night
1263,4,morning
1264,1,evening
1264,2,morning
1264,3,night
1264,4,morning
1265,1,morning
1265,2,morning
1265,3,evening
1265,4,morning
1266,1,morning
1266,2,morning
1266,3,evening
1266,4,morning
1267,1,night
1267,2,morning
1267,3,morning
1267,4,evening
1268,1,evening
1268,2,night
1268,3,morning
1268,4,morning
1269,1,night
1269,2,morning
1269,3,night
1269,4,night
1270,1,evening
1270,2,morning
1270,3,night
1270,4,night
1271,1,evening
1271,2,night
1271,3,night
1271,4,night
1272,1,night
1272,2,night
1272,3,morning
1272,4,morning
1273,1,night
1273,2,morning
1273,3,morning
1273,4,morning
1274,1,morning
1274,2,evening
1274,3,evening
1274,4,evening
1275,1,night
1275,2,night
1275,3,morning
1275,4,night
1276,1,night
1276,2,night
1276,3,morning
1276,4,night
1277,1,morning
1277,2,night
1277,3,morning
1277,4,evening
1278,1,morning
1278,2,evening
1278,3,evening
1278,4,morning
1279,1,morning
1279,2,morning
1279,3,morning
1279,4,night
1280,1,morning
1280,2,morning
1280,3,morning
1280,4,morning
1281,1,morning
1281,2,night
1281,3,morning
1281,4,morning
1282,1,evening
1282,2,night
1282,3,evening
1282,4,morning
1283,1,night
1283,2,morning
1283,3,morning
1283,4,evening
1284,1,evening
1284,2,night
1284,3,evening
1284,4,morning
1285,1,evening
1285,2,night
1285,3,night
1285,4,night
1286,1,night
1286,2,morning
1286,3,evening
1286,4,night
1287,1,night
1287,2,night
1287,3,morning
1287,4,morning
1288,1,night
1288,2,evening
1288,3,evening
1288,4,night
1289,1,night
1289,2,evening
1289,3,night
1289,4,morning
1290,1,morning
1290,2,morning
1290,3,night
1290,4,evening
1291,1,evening
1291,2,evening
1291,3,evening
1291,4,night
1292,1,morning
1292,2,morning
1292,3,evening
1292,4,evening
1293,1,night
1293,2,night
1293,3,evening
1293,4,night
1294,1,night
1294,2,morning
1294,3,morning
1294,4,night
1295,1,night
1295,2,evening
1295,3,morning
1295,4,evening
1296,1,night
1296,2,morning
1296,3,night
1296,4,morning
1297,1,evening
1297,2,evening
1297,3,night
1297,4,evening
1298,1,morning
1298,2,morning
1298,3,evening
1298,4,evening
1299,1,night
1299,2,morning
1299,3,evening
1299,4,night
1300,1,evening
1300,2,morning
1300,3,evening
1300,4,morning
1301,1,morning
1301,2,evening
1301,3,morning
1301,4,evening
1302,1,morning
1302,2,night
1302,3,morning
1302,4,night
1303,1,morning
1303,2,evening
1303,3,night
1303,4,evening
1304,1,night
1304,2,morning
1304,3,night
1304,4,evening
1305,1,morning
1305,2,morning
1305,3,evening
1305,4,evening
1306,1,evening
1306,2,morning
1306,3,morning
1306,4,morning
1307,1,morning
1307,2,morning
1307,3,evening
1307,4,evening
1308,1,night
1308,2,morning
1308,3,evening
1308,4,evening
1309,1,morning
1309,2,evening
1309,3,evening
1309,4,night
1310,1,morning
1310,2,morning
1310,3,morning
1310,4,evening
1311,1,night
1311,2,night
1311,3,morning
1311,4,night
1312,1,morning
1312,2,night
1312,3,morning
1312,4,night
1313,1,night
1313,2,evening
1313,3,evening
1313,4,evening
1314,1,evening
1314,2,morning
1314,3,evening
1314,4,evening
1315,1,night
1315,2,evening
1315,3,morning
1315,4,morning
1316,1,evening
1316,2,night
1316,3,morning
1316,4,night
1317,1,night
1317,2,night
1317,3,evening
1317,4,evening
1318,1,evening
1318,2,morning
1318,3,night
1318,4,night
1319,1,morning
1319,2,morning
1319,3,morning
1319,4,night
1320,1,evening
1320,2,night
1320,3,evening
1320,4,morning
1321,1,evening
1321,2,night
1321,3,evening
1321,4,morning
1322,1,morning
1322,2,morning
1322,3,night
1322,4,morning
1323,1,night
1323,2,night
1323,3,morning
1323,4,night
1324,1,night
1324,2,evening
1324,3,morning
1324,4,evening
1325,1,night
1325,2,morning
1325,3,night
1325,4,night
1326,1,night
1326,2,night
1326,3,morning
1326,4,night
1327,1,evening
1327,2,evening
1327,3,morning
1327,4,night
1328,1,morning
1328,2,evening
1328,3,night
1328,4,evening
1329,1,night
1329,2,morning
1329,3,evening
1329,4,morning
1330,1,night
1330,2,night
1330,3,evening
1330,4,morning
1331,1,night
1331,2,morning
1331,3,morning
1331,4,evening
1332,1,evening
1332,2,evening
1332,3,night
1332,4,night
1333,1,night
1333,2,night
1333,3,night
1333,4,night
1334,1,morning
1334,2,morning
1334,3,night
1334,4,night
1335,1,morning
1335,2,night
1335,3,morning
1335,4,morning
1336,1,night
1336,2,night
1336,3,night
1336,4,night
1337,1,evening
1337,2,evening
1337,3,morning
1337,4,morning
1338,1,morning
1338,2,morning
1338,3,night
1338,4,morning
1339,1,night
1339,2,evening
1339,3,evening
1339,4,night
1340,1,morning
1340,2,evening
1340,3,night
1340,4,evening
1341,1,morning
1341,2,evening
1341,3,morning
1341,4,morning
1342,1,night
1342,2,morning
1342,3,morning
1342,4,morning
1343,1,night
1343,2,morning
1343,3,evening
1343,4,morning
1344,1,evening
1344,2,evening
1344,3,evening
1344,4,night
1345,1,morning
1345,2,morning
1345,3,evening
1345,4,morning
1346,1,morning
1346,2,night
1346,3,morning
1346,4,evening
1347,1,night
1347,2,evening
1347,3,evening
1347,4,night
1348,1,evening
1348,2,morning
1348,3,night
1348,4,evening
1349,1,night
1349,2,evening
1349,3,evening
1349,4,morning
1350,1,morning
1350,2,morning
1350,3,evening
1350,4,evening
1351,1,night
1351,2,night
1351,3,evening
1351,4,evening
1352,1,evening
1352,2,evening
1352,3,night
1352,4,night
1353,1,evening
1353,2,morning
1353,3,morning
1353,4,evening
1354,1,evening
1354,2,night
1354,3,night
1354,4,morning
1355,1,evening
1355,2,evening
1355,3,night
1355,4,evening
1356,1,morning
1356,2,evening
1356,3,morning
1356,4,night
1357,1,evening
1357,2,morning
1357,3,evening
1357,4,morning
1358,1,morning
1358,2,evening
1358,3,night
1358,4,night
1359,1,morning
1359,2,night
1359,3,night
1359,4,morning
1360,1,night
1360,2,evening
1360,3,morning
1360,4,morning
1361,1,evening
1361,2,morning
1361,3,morning
1361,4,evening
1362,1,evening
1362,2,evening
1362,3,night
1362,4,night
1363,1,morning
1363,2,night
1363,3,morning
1363,4,morning
1364,1,night
1364,2,morning
1364,3,morning
1364,4,evening
1365,1,evening
1365,2,evening
1365,3,evening
1365,4,night
1366,1,night
1366,2,morning
1366,3,night
1366,4,evening
1367,1,morning
1367,2,night
1367,3,evening
1367,4,night
1368,1,night
1368,2,evening
1368,3,morning
1368,4,evening
1369,1,night
1369,2,evening
1369,3,evening
1369,4,evening
1370,1,morning
1370,2,morning
1370,3,night
1370,4,night
1371,1,evening
1371,2,night
1371,3,morning
1371,4,morning
1372,1,night
1372,2,evening
1372,3,night
1372,4,morning
1373,1,evening
1373,2,morning
1373,3,morning
1373,4,night
1374,1,evening
1374,2,morning
1374,3,evening
1374,4,night
1375,1,night
1375,2,evening
1375,3,night
1375,4,night
1376,1,morning
1376,2,night
1376,3,evening
1376,4,night
1377,1,night
1377,2,night
1377,3,morning
1377,4,night
1378,1,night
1378,2,evening
1378,3,morning
1378,4,evening
1379,1,evening
1379,2,morning
1379,3,evening
1379,4,night
1380,1,morning
1380,2,evening
1380,3,morning
1380,4,evening
1381,1,morning
1381,2,night
1381,3,evening
1381,4,evening
1382,1,night
1382,2,evening
1382,3,evening
1382,4,evening
1383,1,morning
1383,2,night
1383,3,morning
1383,4,evening
1384,1,evening
1384,2,morning
1384,3,morning
1384,4,morning
1385,1,morning
1385,2,evening
1385,3,night
1385,4,morning
1386,1,evening
1386,2,morning
1386,3,night
1386,4,evening
1387,1,night
1387,2,morning
1387,3,evening
1387,4,evening
1388,1,evening
1388,2,morning
1388,3,night
1388,4,evening
1389,1,morning
1389,2,evening
1389,3,night
1389,4,evening
1390,1,night
1390,2,evening
1390,3,night
1390,4,evening
1391,1,evening
1391,2,morning
1391,3,night
1391,4,evening
1392,1,morning
1392,2,evening
1392,3,night
1392,4,evening
1393,1,morning
1393,2,night
1393,3,evening
1393,4,morning
1394,1,evening
1394,2,night
1394,3,evening
1394,4,morning
1395,1,morning
1395,2,morning
1395,3,morning
1395,4,morning
1396,1,night
1396,2,evening
1396,3,morning
1396,4,night
1397,1,night
1397,2,night
1397,3,night
1397,4,night
1398,1,night
1398,2,evening
1398,3,evening
1398,4,evening
1399,1,morning
1399,2,night
1399,3,evening
1399,4,night
1400,1,night
1400,2,evening
1400,3,night
1400,4,morning
1401,1,night
1401,2,night
1401,3,morning
1401,4,morning
1402,1,evening
1402,2,morning
1402,3,night
1402,4,night
1403,1,evening
1403,2,morning
1403,3,night
1403,4,evening
1404,1,night
1404,2,evening
1404,3,morning
1404,4,morning
1405,1,morning
1405,2,evening
1405,3,night
1405,4,evening
1406,1,evening
1406,2,night
1406,3,morning
1406,4,morning
1407,1,morning
1407,2,morning
1407,3,morning
1407,4,night
1408,1,evening
1408,2,night
1408,3,evening
1408,4,morning
1409,1,night
1409,2,night
1409,3,morning
1409,4,morning
1410,1,evening
1410,2,evening
1410,3,morning
1410,4,evening
1411,1,morning
1411,2,morning
1411,3,night
1411,4,evening
1412,1,evening
1412,2,night
1412,3,morning
1412,4,evening
1413,1,evening
1413,2,evening
1413,3,evening
1413,4,evening
1414,1,morning
1414,2,morning
1414,3,morning
1414,4,night
1415,1,morning
1415,2,evening
1415,3,evening
1415,4,morning
1416,1,morning
1416,2,night
1416,3,night
1416,4,morning
1417,1,night
1417,2,night
1417,3,morning
1417,4,morning
1418,1,evening
1418,2,night
1418,3,night
1418,4,evening
1419,1,morning
1419,2,morning
1419,3,night
1419,4,night
1420,1,morning
1420,2,night
1420,3,evening
1420,4,evening
1421,1,evening
1421,2,morning
1421,3,morning
1421,4,morning
1422,1,evening
1422,2,evening
1422,3,morning
1422,4,evening
1423,1,evening
1423,2,night
1423,3,evening
1423,4,night
1424,1,evening
1424,2,evening
1424,3,night
1424,4,night
1425,1,night
1425,2,evening
1425,3,morning
1425,4,evening
1426,1,night
1426,2,morning
1426,3,evening
1426,4,evening
1427,1,night
1427,2,night
1427,3,evening
1427,4,evening
1428,1,morning
1428,2,evening
1428,3,morning
1428,4,evening
1429,1,morning
1429,2,night
1429,3,night
1429,4,morning
1430,1,evening
1430,2,morning
1430,3,night
1430,4,evening
1431,1,night
1431,2,morning
1431,3,evening
1431,4,night
1432,1,night
1432,2,night
1432,3,morning
1432,4,evening
1433,1,morning
1433,2,evening
1433,3,morning
1433,4,evening
1434,1,morning
1434,2,evening
1434,3,night
1434,4,evening
1435,1,morning
1435,2,morning
1435,3,night
1435,4,night
1436,1,evening
1436,2,night
1436,3,morning
1436,4,morning
1437,1,morning
1437,2,morning
1437,3,night
1437,4,morning
1438,1,evening
1438,2,morning
1438,3,morning
1438,4,evening
1439,1,night
1439,2,evening
1439,3,morning
1439,4,evening
1440,1,night
1440,2,night
1440,3,morning
1440,4,evening
1441,1,morning
1441,2,evening
1441,3,night
1441,4,evening
1442,1,evening
1442,2,evening
1442,3,evening
1442,4,night
1443,1,evening
1443,2,night
1443,3,morning
1443,4,morning
1444,1,morning
1444,2,evening
1444,3,morning
1444,4,night
1445,1,night
1445,2,night
1445,3,morning
1445,4,morning
1446,1,morning
1446,2,morning
1446,3,night
1446,4,night
1447,1,night
1447,2,morning
1447,3,evening
1447,4,night
1448,1,night
1448,2,evening
1448,3,night
1448,4,evening
1449,1,evening
1449,2,night
1449,3,night
1449,4,morning
1450,1,evening
1450,2,evening
1450,3,morning
1450,4,night
1451,1,evening
1451,2,night
1451,3,night
1451,4,morning
1452,1,morning
1452,2,morning
1452,3,morning
1452,4,evening
1453,1,morning
1453,2,night
1453,3,morning
1453,4,morning
1454,1,morning
1454,2,night
1454,3,morning
1454,4,morning
1455,1,morning
1455,2,morning
1455,3,evening
1455,4,night
1456,1,evening
1456,2,evening
1456,3,night
1456,4,evening
1457,1,morning
1457,2,night
1457,3,morning
1457,4,evening
1458,1,night
1458,2,morning
1458,3,evening
1458,4,night
1459,1,night
1459,2,night
1459,3,morning
1459,4,morning
1460,1,night
1460,2,evening
1460,3,evening
1460,4,morning
1461,1,morning
1461,2,morning
1461,3,night
1461,4,evening
1462,1,evening
1462,2,evening
1462,3,evening
1462,4,night
1463,1,evening
1463,2,night
1463,3,evening
1463,4,morning
1464,1,evening
1464,2,morning
1464,3,morning
1464,4,night
1465,1,night
1465,2,night
1465,3,evening
1465,4,night
1466,1,night
1466,2,evening
1466,3,evening
1466,4,evening
1467,1,evening
1467,2,evening
1467,3,night
1467,4,morning
1468,1,morning
1468,2,night
1468,3,night
1468,4,night
1469,1,morning
1469,2,night
1469,3,evening
1469,4,night
1470,1,evening
1470,2,night
1470,3,morning
1470,4,night
1471,1,evening
1471,2,evening
1471,3,morning
1471,4,night
1472,1,evening
1472,2,night
1472,3,night
1472,4,night
1473,1,evening
1473,2,night
1473,3,morning
1473,4,morning
1474,1,morning
1474,2,morning
1474,3,morning
1474,4,evening
1475,1,night
1475,2,evening
1475,3,night
1475,4,morning
1476,1,night
1476,2,evening
1476,3,morning
1476,4,night
1477,1,evening
1477,2,night
1477,3,evening
1477,4,night
1478,1,evening
1478,2,morning
1478,3,morning
1478,4,night
1479,1,evening
1479,2,evening
1479,3,morning
1479,4,evening
1480,1,night
1480,2,evening
1480,3,morning
1480,4,night
1481,1,night
1481,2,morning
1481,3,morning
1481,4,morning
1482,1,evening
1482,2,morning
1482,3,morning
1482,4,morning
1483,1,morning
1483,2,evening
1483,3,evening
1483,4,morning
1484,1,evening
1484,2,evening
1484,3,morning
1484,4,night
1485,1,night
1485,2,night
1485,3,morning
1485,4,night
1486,1,morning
1486,2,evening
1486,3,morning
1486,4,evening
1487,1,evening
1487,2,night
1487,3,night
1487,4,morning
1488,1,evening
1488,2,morning
1488,3,night
1488,4,night
1489,1,evening
1489,2,evening
1489,3,night
1489,4,morning
1490,1,evening
1490,2,evening
1490,3,morning
1490,4,morning
1491,1,morning
1491,2,night
1491,3,evening
1491,4,morning
1492,1,morning
1492,2,evening
1492,3,night
1492,4,morning
1493,1,evening
1493,2,morning
1493,3,night
1493,4,night
1494,1,morning
1494,2,evening
1494,3,evening
1494,4,night
1495,1,morning
1495,2,night
1495,3,morning
1495,4,evening
1496,1,morning
1496,2,morning
1496,3,night
1496,4,morning
1497,1,morning
1497,2,morning
1497,3,night
1497,4,night
1498,1,evening
1498,2,evening
1498,3,night
1498,4,night
1499,1,morning
1499,2,night
1499,3,evening
1499,4,night
1500,1,morning
1500,2,evening
1500,3,night
1500,4,evening
1501,1,night
1501,2,morning
1501,3,morning
1501,4,night
1502,1,evening
1502,2,evening
1502,3,night
1502,4,night
1503,1,morning
1503,2,evening
1503,3,night
1503,4,evening
1504,1,evening
1504,2,night
1504,3,evening
1504,4,morning
1505,1,night
1505,2,morning
1505,3,morning
1505,4,morning
1506,1,night
1506,2,evening
1506,3,night
1506,4,evening
1507,1,evening
1507,2,evening
1507,3,evening
1507,4,evening
1508,1,morning
1508,2,night
1508,3,morning
1508,4,morning
1509,1,morning
1509,2,evening
1509,3,evening
1509,4,evening
1510,1,evening
1510,2,night
1510,3,morning
1510,4,evening
1511,1,morning
1511,2,night
1511,3,night
1511,4,morning
1512,1,night
1512,2,evening
1512,3,night
1512,4,night
1513,1,night
1513,2,night
1513,3,morning
1513,4,evening
1514,1,morning
1514,2,night
1514,3,evening
1514,4,evening
1515,1,morning
1515,2,evening
1515,3,night
1515,4,night
1516,1,morning
1516,2,night
1516,3,morning
1516,4,morning
1517,1,morning
1517,2,night
1517,3,night
1517,4,morning
1518,1,evening
1518,2,evening
1518,3,evening
1518,4,evening
1519,1,morning
1519,2,morning
1519,3,evening
1519,4,night
1520,1,morning
1520,2,night
1520,3,evening
1520,4,evening
1521,1,night
1521,2,morning
1521,3,morning
1521,4,evening
1522,1,evening
1522,2,evening
1522,3,night
1522,4,night
1523,1,morning
1523,2,evening
1523,3,night
1523,4,morning
1524,1,night
1524,2,morning
1524,3,night
1524,4,night
1525,1,night
1525,2,evening
1525,3,evening
1525,4,morning
1526,1,morning
1526,2,evening
1526,3,morning
1526,4,evening
1527,1,evening
1527,2,evening
1527,3,night
1527,4,evening
1528,1,evening
1528,2,night
1528,3,evening
1528,4,morning
1529,1,evening
1529,2,morning
1529,3,morning
1529,4,morning
1530,1,morning
1530,2,evening
1530,3,evening
1530,4,night
1531,1,evening
1531,2,night
1531,3,night
1531,4,night
1532,1,night
1532,2,night
1532,3,night
1532,4,morning
1533,1,evening
1533,2,evening
1533,3,morning
1533,4,morning
1534,1,night
1534,2,morning
1534,3,evening
1534,4,evening
1535,1,evening
1535,2,morning
1535,3,morning
1535,4,night
1536,1,morning
1536,2,night
1536,3,evening
1536,4,night
1537,1,evening
1537,2,evening
1537,3,night
1537,4,morning
1538,1,night
1538,2,evening
1538,3,morning
1538,4,evening
1539,1,morning
1539,2,evening
1539,3,night
1539,4,morning
1540,1,morning
1540,2,morning
1540,3,morning
1540,4,evening
1541,1,night
1541,2,night
1541,3,morning
1541,4,evening
1542,1,night
1542,2,night
1542,3,evening
1542,4,evening
1543,1,morning
1543,2,morning
1543,3,morning
1543,4,morning
1544,1,evening
1544,2,evening
1544,3,night
1544,4,morning
1545,1,evening
1545,2,night
1545,3,morning
1545,4,evening
1546,1,night
1546,2,night
1546,3,evening
1546,4,night
1547,1,morning
1547,2,morning
1547,3,morning
1547,4,morning
1548,1,night
1548,2,evening
1548,3,night
1548,4,night
1549,1,morning
1549,2,evening
1549,3,night
1549,4,night
1550,1,night
1550,2,night
1550,3,night
1550,4,night
1551,1,morning
1551,2,evening
1551,3,evening
1551,4,evening
1552,1,morning
1552,2,evening
1552,3,morning
1552,4,morning
1553,1,evening
1553,2,morning
1553,3,evening
1553,4,night
1554,1,night
1554,2,morning
1554,3,night
1554,4,night
1555,1,night
1555,2,night
1555,3,night
1555,4,night
1556,1,evening
1556,2,morning
1556,3,night
1556,4,morning
1557,1,night
1557,2,evening
1557,3,night
1557,4,evening
1558,1,night
1558,2,night
1558,3,night
1558,4,evening
1559,1,night
1559,2,evening
1559,3,evening
1559,4,morning
1560,1,night
1560,2,evening
1560,3,evening
1560,4,evening
1561,1,morning
1561,2,morning
1561,3,morning
1561,4,night
1562,1,night
1562,2,morning
1562,3,night
1562,4,evening
1563,1,night
1563,2,evening
1563,3,evening
1563,4,morning
1564,1,evening
1564,2,evening
1564,3,night
1564,4,morning
1565,1,evening
1565,2,evening
1565,3,morning
1565,4,evening
1566,1,night
1566,2,morning
1566,3,night
1566,4,evening
1567,1,evening
1567,2,morning
1567,3,morning
1567,4,morning
1568,1,evening
1568,2,night
1568,3,morning
1568,4,night
1569,1,morning
1569,2,evening
1569,3,evening
1569,4,morning
1570,1,night
1570,2,night
1570,3,morning
1570,4,morning
1571,1,evening
1571,2,morning
1571,3,night
1571,4,evening
1572,1,night
1572,2,evening
1572,3,morning
1572,4,night
1573,1,night
1573,2,night
1573,3,evening
1573,4,night
1574,1,evening
1574,2,evening
1574,3,morning
1574,4,morning
1575,1,evening
1575,2,night
1575,3,night
1575,4,evening
1576,1,morning
1576,2,evening
1576,3,night
1576,4,evening
1577,1,night
1577,2,evening
1577,3,night
1577,4,night
1578,1,morning
1578,2,morning
1578,3,evening
1578,4,night
1579,1,evening
1579,2,night
1579,3,evening
1579,4,night
1580,1,evening
1580,2,night
1580,3,evening
1580,4,morning
1581,1,night
1581,2,morning
1581,3,night
1581,4,morning
1582,1,night
1582,2,night
1582,3,night
1582,4,morning
1583,1,morning
1583,2,evening
1583,3,night
1583,4,morning
1584,1,morning
1584,2,morning
1584,3,morning
1584,4,evening
1585,1,morning
1585,2,night
1585,3,night
1585,4,night
1586,1,evening
1586,2,evening
1586,3,morning
1586,4,night
1587,1,morning
1587,2,morning
1587,3,night
1587,4,evening
1588,1,morning
1588,2,evening
1588,3,night
1588,4,morning
1589,1,night
1589,2,evening
1589,3,night
1589,4,night
1590,1,morning
1590,2,morning
1590,3,night
1590,4,evening
1591,1,evening
1591,2,evening
1591,3,night
1591,4,evening
1592,1,evening
1592,2,morning
1592,3,morning
1592,4,evening
1593,1,night
1593,2,evening
1593,3,evening
1593,4,morning
1594,1,night
1594,2,evening
1594,3,evening
1594,4,morning
1595,1,morning
1595,2,night
1595,3,evening
1595,4,morning
1596,1,evening
1596,2,evening
1596,3,morning
1596,4,night
1597,1,night
1597,2,evening
1597,3,morning
1597,4,night
1598,1,night
1598,2,evening
1598,3,night
1598,4,morning
1599,1,morning
1599,2,night
1599,3,night
1599,4,night
1600,1,evening
1600,2,night
1600,3,morning
1600,4,evening
1601,1,night
1601,2,evening
1601,3,evening
1601,4,night
1602,1,morning
1602,2,night
1602,3,morning
1602,4,evening
1603,1,evening
1603,2,evening
1603,3,night
1603,4,evening
1604,1,morning
1604,2,morning
1604,3,evening
1604,4,morning
1605,1,evening
1605,2,night
1605,3,morning
